scraped_name,name,website,industry,squareLogo,overallRating,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating
alere,Alere,www.alere.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/295450/alere-squarelogo.png,2.7,2.6,2.4,3.1,2.5,3.0
"alere toxicology services, inc.",Alere Toxicology,www.aleretoxicology.com,Research & Development,https://media.glassdoor.com/sqll/372550/alere-toxicology-squarelogo-1426763800565.png,2.7,2.1,1.8,2.1,2.0,3.1
"alere, inc.",Alere,www.alere.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/295450/alere-squarelogo.png,2.7,2.6,2.4,3.1,2.5,3.0
aleut management careers,Aleut Management Services,www.aleutmgt.com,Investment Banking & Asset Management,https://media.glassdoor.com/sqll/119205/aleut-management-services-squarelogo.png,2.6,2.7,2.6,2.8,2.5,2.7
alex alternative experts,ALEX,www.alexinc.com,IT Services,https://media.glassdoor.com/sqll/729565/alex-squarelogo-1426245575298.png,3.9,3.7,3.4,3.8,3.6,3.2
"alex alternative experts, llc",ALEX,www.alexinc.com,IT Services,https://media.glassdoor.com/sqll/729565/alex-squarelogo-1426245575298.png,3.9,3.7,3.4,3.8,3.6,3.2
alexander bec,Alexander Bec Corporate Recruiters,www.alexanderbec.com,Staffing & Outsourcing,,2.9,2.9,2.9,2.9,2.9,2.9
alexandria renew enterprises,Alexandria Renew Enterprises,www.alexrenew.com,,,3.2,2.6,3.2,3.6,3.2,3.6
"alexandria, va",Embassy Suites,www.embassysuites.com,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/196813/embassy-suites-squarelogo-1465306714857.png,3.4,3.4,3.1,3.1,3.3,3.1
alfa laval inc,Alfa Laval,www.alfalaval.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/25095/alfa-laval-sweden-squarelogo-1413322346655.png,3.5,3.8,3.1,3.2,3.1,3.9
align,Align,www.alignwslc.com,Education Training Services,https://media.glassdoor.com/sqll/334210/align-squarelogo-1462798559360.png,3.2,3.7,3.6,3.3,3.5,4.0
alion science and technology,Alion,www.alionscience.com,Research & Development,https://media.glassdoor.com/sqll/15836/alion-squarelogo.png,2.7,2.5,2.3,2.9,2.5,3.2
"all about care, llc",All About You Home Care Services,www.aayct.com,,,4.3,4.0,4.0,2.7,4.0,2.3
all american hearing,All American Hearing,www.allamericanhearing.com,Health Care Products Manufacturing,https://media.glassdoor.com/sqll/384983/all-american-hearing-squarelogo-1462777691853.png,3.6,4.0,3.4,4.0,3.8,4.5
all medical personnel,All Medical Personnel,www.allmedstaffing.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/218502/all-medical-personnel-squarelogo.png,3.5,3.1,3.1,2.8,3.2,3.3
allegion,Allegion,www.allegion.com,Security Services,https://media.glassdoor.com/sqll/750928/allegion-squarelogo-1399039553899.png,3.2,3.1,2.8,3.5,2.7,3.4
allen corporation of america,Allen Corporation of America,www.allencorporation.com,IT Services,https://media.glassdoor.com/sqll/38352/allen-corporation-of-america-squarelogo-1448277931567.png,3.1,1.9,1.9,2.3,2.3,2.3
allen's mobile home sales,Allen's Hauling,,,,4.0,0.0,0.0,0.0,0.0,0.0
alliance healthcare services,Alliance HealthCare Services,www.alliancehealthcareservices-us.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/4740/alliance-healthcare-services-squarelogo-1455751938673.png,3.1,3.0,2.9,3.1,3.0,3.0
allied barton security services,AlliedBarton,www.alliedbarton.com,Advertising & Marketing,https://media.glassdoor.com/sqll/13489/alliedbarton-squarelogo.png,3.0,2.8,2.5,2.6,2.7,2.7
allied reliability group,Allied Reliability,www.alliedreliability.com,Accounting,https://media.glassdoor.com/sqll/704082/allied-reliability-squarelogo-1432709548460.png,3.2,3.0,2.7,3.7,2.5,2.9
alliedbarton security services,AlliedBarton,www.alliedbarton.com,Advertising & Marketing,https://media.glassdoor.com/sqll/13489/alliedbarton-squarelogo.png,3.0,2.8,2.5,2.6,2.7,2.7
allscripts,Allscripts,www.allscripts.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/4625/allscripts-squarelogo.png,3.3,3.2,2.7,3.4,3.0,3.4
allscripts llc,Allscripts,www.allscripts.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/4625/allscripts-squarelogo.png,3.3,3.2,2.7,3.4,3.0,3.4
allstate,Allstate,www.allstate.jobs,Insurance Carriers,https://media.glassdoor.com/sqll/2341/allstate-squarelogo.png,3.4,3.5,2.9,3.2,3.2,3.5
alorica,Alorica,www.alorica.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/17814/alorica-squarelogo-1433951715692.png,2.4,2.2,2.1,2.1,2.5,2.4
alpha construction and engineering,Alpha Construction and Engineering,www.alphacorporation.com,,https://media.glassdoor.com/sqll/292090/alpha-construction-and-engineering-squarelogo.png,3.8,4.1,3.8,3.6,3.2,3.5
alsac/st.jude,Alsac - St. Jude Children's Research Hospital,www.stjude.org,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/443421/alsac-st-jude-children-s-research-hospital-squarelogo-1376496307821.png,3.7,4.1,3.7,3.8,3.1,3.4
alsco inc,Alsco,www.alsco.com,Building & Personnel Services,https://media.glassdoor.com/sqll/4018/alsco-squarelogo-1387195714181.png,2.7,2.6,2.2,2.9,2.6,2.5
alsco inc.,Alsco,www.alsco.com,Building & Personnel Services,https://media.glassdoor.com/sqll/4018/alsco-squarelogo-1387195714181.png,2.7,2.6,2.2,2.9,2.6,2.5
alston & bird llp,Alston & Bird,www.alston.com,Legal,https://media.glassdoor.com/sqll/3906/alston-and-bird-squarelogo.png,4.1,4.3,3.7,4.0,3.6,3.8
altair engineering,Altair Engineering,www.altair.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/20320/altair-engineering-squarelogo.png,4.1,4.1,3.9,3.6,3.6,4.3
altamira,Altamira Technologies,www.altamiracorp.com,IT Services,https://media.glassdoor.com/sqll/695901/altamira-technologies-squarelogo-1425641819799.png,4.1,3.7,3.6,4.4,3.5,4.3
altarum,Altarum,www.altarum.org,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/20469/altarum-squarelogo.png,3.2,3.0,2.8,3.2,2.9,4.0
altarum institute,Altarum,www.altarum.org,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/20469/altarum-squarelogo.png,3.2,3.0,2.8,3.2,2.9,4.0
altec,ALTEC,www.altecspace.it,Aerospace & Defense,https://media.glassdoor.com/sqll/955843/altec-squarelogo-1466075581173.png,3.6,2.9,3.0,3.5,3.0,3.3
"altec industries, inc.",Altec Industries,www.altec.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/21117/altec-industries-squarelogo-1387223029769.png,3.8,3.8,3.2,3.5,3.2,3.3
altos federal group,Altos Group,www.altosgroup.com,,,0,0.0,0.0,0.0,0.0,0.0
alutiiq,Alutiiq,www.alutiiq.com,Construction,https://media.glassdoor.com/sqll/298294/alutiiq-squarelogo-1399562155618.png,3.1,3.0,2.5,3.1,2.7,3.3
amarr garage doors,Amarr Garage Doors,www.amarr.com,Construction,https://media.glassdoor.com/sqll/338155/amarr-garage-doors-squarelogo.png,2.8,2.7,2.3,2.3,2.7,2.1
amazon,Amazon.com,www.amazon.jobs,General Merchandise & Superstores,https://media.glassdoor.com/sqll/6036/amazon-com-squarelogo-1432805660196.png,3.5,3.3,3.1,3.6,3.5,2.8
amazon corporate llc in ashburn,Amazon MFG Corp,www.amazonmfgcorp.com,Industrial Manufacturing,,4.3,4.0,4.0,4.2,3.9,4.0
amazon web services,Amazon Web Services,www.aws.com,,,4.0,3.7,3.0,4.0,3.7,2.7
"amazon web services, inc.",Amazon Web Services,www.aws.com,,,4.0,3.7,3.0,4.0,3.7,2.7
amazon.com,Amazon.com,www.amazon.jobs,General Merchandise & Superstores,https://media.glassdoor.com/sqll/6036/amazon-com-squarelogo-1432805660196.png,3.5,3.3,3.1,3.6,3.5,2.8
amc theatres,AMC Entertainment,www.amctheatres.com,Movie Theaters,https://media.glassdoor.com/sqll/758/amc-entertainment-squarelogo.png,3.3,3.3,3.0,2.5,3.0,3.1
amdex corporation,Amdex,www.amdexcorp.com,IT Services,https://media.glassdoor.com/sqll/351884/amdex-squarelogo-1425969053133.png,2.5,2.2,2.2,2.4,2.6,2.9
"amdocs, inc",Amdocs,www.amdocs.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/8418/amdocs-squarelogo.png,3.5,3.7,2.9,3.3,3.2,3.1
amec foster wheeler,Amec Foster Wheeler,www.amecfw.com,Energy,https://media.glassdoor.com/sqll/10840/amec-foster-wheeler-squarelogo-1432286081401.png,3.2,3.2,2.7,3.2,2.8,3.4
"amee bay, llc",Amee Bay,www.ameebay.com,Architectural & Engineering Services,,1.7,1.9,1.9,2.6,1.5,2.2
amer technology,Amer Technology,www.amersolutions.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/264792/amer-technology-squarelogo-1429684721803.png,3.2,2.8,2.7,2.5,2.9,3.0
ameresco inc.,Ameresco,www.ameresco.com,Construction,https://media.glassdoor.com/sqll/146389/ameresco-squarelogo.png,3.4,3.8,3.5,3.1,3.1,3.6
american airlines,American Airlines,www.aa.com,Airlines,https://media.glassdoor.com/sqll/8/american-airlines-squarelogo-1461015862865.png,3.6,3.3,3.0,3.4,3.5,3.3
american buildings company,American Buildings,www.americanbuildings.com,Wood Product Manufacturing,https://media.glassdoor.com/sqll/2660/american-buildings-squarelogo-1426493463565.png,2.7,3.1,2.0,2.8,2.7,3.0
american cancer society,American Cancer Society,www.cancer.org,Social Assistance,https://media.glassdoor.com/sqll/4021/american-cancer-society-squarelogo-1398178683779.png,3.1,3.4,2.5,3.3,2.6,3.1
american college of radiology,American College of Radiology,www.acr.org,Membership Organizations,https://media.glassdoor.com/sqll/260413/american-college-of-radiology-squarelogo.png,2.7,2.7,2.1,3.2,2.1,3.3
"american color, inc.",North American Color,www.nac-mi.com,Industrial Manufacturing,,3.0,4.0,1.0,4.0,4.0,4.0
american diabetes association,American Diabetes Association,www.diabetes.org,Social Assistance,https://media.glassdoor.com/sqll/17461/american-diabetes-association-squarelogo.png,2.6,2.6,2.3,2.8,2.5,2.9
american electric power,AEP,www.aep.com,Energy,https://media.glassdoor.com/sqll/34/aep-squarelogo.png,3.7,3.4,3.5,3.8,3.2,3.6
american express,American Express,www.americanexpress.com,Financial Transaction Processing,https://media.glassdoor.com/sqll/35/american-express-squarelogo.png,3.7,3.8,3.2,3.6,3.3,3.8
american greetings,American Greetings,corporate.americangreetings.com,Other Retail Stores,https://media.glassdoor.com/sqll/1118/american-greetings-squarelogo.png,3.2,3.1,2.7,2.5,2.4,3.8
american hardwood industries,American Hardwood Industries,www.ahwood.com,Wood Product Manufacturing,,0,0.0,0.0,0.0,0.0,0.0
american heart association,American Heart Association,www.heart.org,Health Fundraising Organizations,https://media.glassdoor.com/sqll/30667/american-heart-association-squarelogo-1466005579701.png,3.4,3.4,2.8,3.6,3.2,3.2
american income life insurance company,American Income Life,www.ailife.com,Insurance Carriers,https://media.glassdoor.com/sqll/107579/american-income-life-squarelogo.png,3.3,3.4,3.4,3.4,3.6,2.7
american institutes for research,American Institutes for Research,www.air.org,Colleges & Universities,https://media.glassdoor.com/sqll/32751/american-institutes-for-research-squarelogo.png,2.8,2.8,2.4,2.9,2.5,2.9
american multi-cinema,AMC Entertainment,www.amctheatres.com,Movie Theaters,https://media.glassdoor.com/sqll/758/amc-entertainment-squarelogo.png,3.3,3.3,3.0,2.5,3.0,3.1
american operations corp,American Operations Corp.,www.aocwins.com,Architectural & Engineering Services,,3.0,2.0,2.0,2.0,3.0,3.0
"american pool enterprises, inc.",American Pool Enterprises,www.americanpool.com,Building & Personnel Services,https://media.glassdoor.com/sqll/27041/american-pool-enterprises-squarelogo.png,3.4,3.1,3.2,2.7,2.8,3.2
american psychiatric association,American Psychiatric Association,www.psych.org,Membership Organizations,https://media.glassdoor.com/sqll/133786/american-psychiatric-association-squarelogo.png,2.4,2.2,2.0,2.4,2.2,2.8
american public university system,American Public University System,www.apus.edu,Colleges & Universities,https://media.glassdoor.com/sqll/504345/american-public-university-system-squarelogo-1389981078796.png,3.1,3.5,2.9,3.2,2.5,3.8
american red cross,American Red Cross,www.redcross.org,Social Assistance,https://media.glassdoor.com/sqll/2707/red-cross-squarelogo.png,2.8,3.0,2.3,2.7,2.6,2.7
american retirement homes,American Retirement Homes,www.americanretirementhomes.org,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/853988/american-retirement-homes-squarelogo-1476924645635.png,2.1,2.1,2.1,1.0,1.0,2.1
american security programs,American Security Programs,www.securityprograms.com,Security Services,https://media.glassdoor.com/sqll/33939/american-security-programs-squarelogo.png,2.3,2.1,2.1,2.4,2.2,2.4
american states utility services,American States Utility Services,www.asusinc.com,Utilities,https://media.glassdoor.com/sqll/368855/american-states-utility-services-squarelogo-1438195670375.png,3.0,2.7,2.7,4.3,3.0,3.4
american systems,American Systems,www.americansystems.com,IT Services,https://media.glassdoor.com/sqll/28777/american-systems-squarelogo.png,3.6,3.8,3.3,3.5,2.9,3.9
american systems corporation,Boston Scientific,www.bostonscientific.com,Health Care Products Manufacturing,https://media.glassdoor.com/sqll/2187/boston-scientific-squarelogo.png,3.8,3.8,3.5,3.8,3.4,3.6
american turkish friendship association,American Turkish Friendship Association,www.atfa.us/web1,,https://media.glassdoor.com/sqll/443146/american-turkish-friendship-association-squarelogo-1441964436170.png,0,0.0,0.0,0.0,0.0,0.0
american type culture collection,American Type Culture Collection,www.atcc.org,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/104535/american-type-culture-collection-squarelogo-1423756783064.png,2.6,2.7,2.2,2.6,2.3,3.3
american water service operations and maintenance,American Water,www.amwater.com,Utilities,https://media.glassdoor.com/sqll/44/american-water-squarelogo-1435821722026.png,2.9,2.9,2.5,3.6,2.6,2.7
american woodmark,American Woodmark,www.americanwoodmark.com,Wood Product Manufacturing,https://media.glassdoor.com/sqll/1129/american-woodmark-squarelogo-1473703550633.png,3.6,3.9,3.5,3.6,3.4,3.7
americans for prosperity foundation,Americans for Prosperity Foundation,www.americansforprosperityfoundation.org,Social Assistance,,4.3,4.7,4.5,3.4,4.0,3.4
americare plus,American Retirement Homes,www.americanretirementhomes.org,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/853988/american-retirement-homes-squarelogo-1476924645635.png,2.1,2.1,2.1,1.0,1.0,2.1
america's best value inn,Americas Best Value Inn,www.abvi.com,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/300656/americas-best-value-inn-squarelogo.png,2.8,2.3,2.4,2.0,2.0,2.7
americold,AmeriCold,www.americoldinc.com,,,2.8,2.8,2.8,3.4,3.7,2.5
"americold logistics, llc",Americold Logistics,www.americold.com,Logistics & Supply Chain,https://media.glassdoor.com/sqll/33145/americold-logistics-squarelogo-1427399269762.png,2.7,2.5,2.5,3.1,2.6,2.3
amerifleet transportation,AmeriFleet,www.amerifleet.com,Transportation Management,https://media.glassdoor.com/sqll/295094/amerifleet-squarelogo-1451397934227.png,2.6,2.6,2.4,2.4,2.4,2.2
amerigas,AmeriGas,www.amerigas.com,Energy,https://media.glassdoor.com/sqll/3917/amerigas-partners-squarelogo-1387312816728.png,2.6,2.7,2.2,2.9,2.5,2.8
amerisist,Amerisist of Orange,,,,4.0,4.0,5.0,3.0,3.0,4.0
amerisourcebergen corporation,AmerisourceBergen,www.amerisourcebergen.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/2703/amerisourcebergen-squarelogo-1406304315947.png,3.2,3.2,2.7,3.6,3.0,3.1
amerisourcebergen drug corporation,AmerisourceBergen,www.amerisourcebergen.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/2703/amerisourcebergen-squarelogo-1406304315947.png,3.2,3.2,2.7,3.6,3.0,3.1
amerisourcebergen specialty group,AmerisourceBergen,www.amerisourcebergen.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/2703/amerisourcebergen-squarelogo-1406304315947.png,3.2,3.2,2.7,3.6,3.0,3.1
ameristaff,Ameristaff,www.ameristaff.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/852522/ameristaff-squarelogo-1476802177177.png,2.4,2.0,1.7,1.7,1.7,2.0
amg inc,AMG(VA),www.amg-inc.net,,,5.0,5.0,5.0,5.0,5.0,5.0
"amg, inc.",AMG(VA),www.amg-inc.net,,,5.0,5.0,5.0,5.0,5.0,5.0
amgen,Amgen,www.amgen.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/1130/amgen-squarelogo-1453220514353.png,3.6,3.5,3.0,3.9,3.1,3.5
amideast,AMIDEAST,www.amideast.org,Social Assistance,https://media.glassdoor.com/sqll/391400/amideast-squarelogo.png,2.9,3.1,2.3,2.4,2.6,3.3
"amplifon (usa), inc.",Amplifon Americas,www.amplifonamericas.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/11802/amplifon-americas-squarelogo-1472046114021.png,3.0,3.1,2.9,3.5,2.7,3.7
amplifon usa,Amplifon Americas,www.amplifonamericas.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/11802/amplifon-americas-squarelogo-1472046114021.png,3.0,3.1,2.9,3.5,2.7,3.7
amr,AM&R,www.atkinsonmullenrosso.com,Travel Agencies,,3.9,0.0,0.0,0.0,0.0,0.0
amsec,AMSEC,www.amsec.com,Transportation Equipment Manufacturing,https://media.glassdoor.com/sqll/20419/amsec-squarelogo-1412629062134.png,2.8,2.9,2.4,2.9,2.3,3.2
amsted industries,Amsted,www.amsted.com,Transportation Equipment Manufacturing,https://media.glassdoor.com/sqll/2711/amsted-squarelogo.png,3.5,2.9,3.3,4.1,3.2,3.1
amthor international,Amthor,www.amthor.eu,,https://media.glassdoor.com/sqll/933931/amthor-squarelogo-1425460980436.png,0,0.0,0.0,0.0,0.0,0.0
amtis inc.,Tetra Tech,www.tetratech.com,Architectural & Engineering Services,https://media.glassdoor.com/sqll/1775/tetra-tech-squarelogo.png,3.2,2.7,2.7,3.1,2.9,3.0
amtrak,Amtrak,jobs.amtrak.com,Transportation Management,https://media.glassdoor.com/sqll/2912/amtrak-squarelogo.png,3.1,2.7,2.3,3.5,3.1,2.9
amyx inc,Amyx,www.amyx.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/385629/amyx-squarelogo-1429789170067.png,3.6,4.0,3.6,3.8,3.8,3.9
"amyx, inc.",Amyx,www.amyx.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/385629/amyx-squarelogo-1429789170067.png,3.6,4.0,3.6,3.8,3.8,3.9
"an exterior, inc.",An Exterior,www.anexterior.com,Construction,https://media.glassdoor.com/sqll/260937/an-exterior-squarelogo-1461936161565.png,0,0.0,0.0,0.0,0.0,0.0
andersen,Andersen,www.andersencorporation.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/2713/andersen-windows-squarelogo-1386877859946.png,3.8,3.9,3.5,3.4,3.6,4.0
andersen tax llc,Andersen Tax,www.andersentax.com,Accounting,https://media.glassdoor.com/sqll/115832/andersen-tax-squarelogo-1420842915764.png,3.8,3.6,3.4,3.5,3.7,3.1
anderson merchandisers,Anderson Merchandisers,www.amerch.com,General Merchandise & Superstores,https://media.glassdoor.com/sqll/224088/anderson-merchandisers-squarelogo-1456418294559.png,2.3,2.3,2.1,2.1,2.0,2.5
andromeda systems incorporated,Andromeda Systems,www.androsysinc.com,,,3.5,3.3,3.9,3.3,2.5,4.3
"andros foods, n.a.",Andros Foods,www.androsna.com,,,2.0,2.0,1.8,2.4,2.3,2.2
angel homecare,Angel Heart Homecare,www.angelhearthomecare.org,Health Care Services & Hospitals,,3.0,4.0,3.0,2.0,5.0,3.0
anglicotech l.l.c,Anglicotech,www.anglicotech.com,Enterprise Software & Network Solutions,,4.0,4.1,4.1,4.0,4.5,4.1
anham usa inc,Anham,www.anhamusa.com,Advertising & Marketing,https://media.glassdoor.com/sqll/416128/anham-squarelogo-1427270029432.png,2.8,3.1,2.8,3.0,2.2,3.4
anheuser-busch,Anheuser-Busch,www.anheuser-busch.com,Food & Beverage Manufacturing,https://media.glassdoor.com/sqll/51/anheuser-busch-squarelogo-1416337603088.png,3.4,3.1,3.0,3.8,3.5,3.0
anira solutions inc,Anira Solutions,www.anirasolutions.net,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/278405/anira-solutions-squarelogo-1428493421663.png,3.8,2.6,3.0,2.6,3.0,3.0
anixter,Anixter International,www.anixter.com,Wholesale,https://media.glassdoor.com/sqll/360/anixter-international-squarelogo.png,3.2,3.2,2.7,3.4,3.0,3.3
ann inc,Ann Taylor,www.anninc.com,"Department, Clothing, & Shoe Stores",https://media.glassdoor.com/sqll/1972/ann-taylor-squarelogo.png,3.5,3.7,3.0,3.0,3.1,3.4
ann taylor factory store,Ann Taylor,www.anninc.com,"Department, Clothing, & Shoe Stores",https://media.glassdoor.com/sqll/1972/ann-taylor-squarelogo.png,3.5,3.7,3.0,3.0,3.1,3.4
anonymous employer,PayJunction,www.payjunction.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/400566/payjunction-squarelogo-1446678463608.png,4.7,4.7,4.7,4.5,4.7,4.7
